Compania,Seccion_CIIU,Clasificacion_Tamaño,Año,Razon_Liquidez,Prueba_Acida,Razon_Efectivo,Deuda_Activos_pct,Deuda_Capital_pct,Deuda_Neta_EBITDA,ZScore_Altman,ROA_pct,ROE_pct,Margen_Operacional_pct,Margen_Neto_pct,Margen_EBITDA_pct,Activos_Totales,Pasivos_Totales,Patrimonio_Total,Ingresos_Operativos,Utilidad_Neta,EBIT,Capital_Trabajo,Contrib_X1_2021,Contrib_X2_2021,Contrib_X3_2021,Contrib_X4_2021,Zona_ZScore,Cluster_Label,Contrib_X1_2022,Contrib_X2_2022,Contrib_X3_2022,Contrib_X4_2022,Contrib_X1_2023,Contrib_X2_2023,Contrib_X3_2023,Contrib_X4_2023,Contrib_X1_2024,Contrib_X2_2024,Contrib_X3_2024,Contrib_X4_2024
Super De Alimentos S.A.S.,C – Industria manufacturera,Grande,2021,2.0200,0.9500,0.0300,34.0600,113.5800,4.6900,4.0600,2.4000,8.0000,2.0300,1.4400,4.2300,214440.3700,150130.8400,64309.5300,358215.7600,5142.8000,7215.9800,82855.1400,2.5346,0.8257,0.2261,0.4498,Zona Segura,Perfil moderado,,,,,,,,,,,,
Pepsi Cola Colombia Ltda,G – Comercio al por mayor y menor,Grande,2021,1.4700,1.2400,0.0000,0.0000,0.0000,-0.0100,3.6600,4.1900,10.3200,8.5300,3.2800,8.7000,156954.7900,93202.7700,63752.0200,205789.6100,6578.9700,17085.0800,44187.8500,1.8469,0.5267,0.7315,0.7182,Zona Segura,Perfil moderado,,,,,,,,,,,,
Inversiones Eldorado S.A.S.,A – Agricultura y ganadería,Grande,2021,1.2100,0.9800,0.1300,33.1100,60.0300,1.6800,3.8000,9.5900,17.4000,10.0000,6.3400,11.7600,148507.5700,66604.8000,81902.7800,224791.8500,14247.1500,22480.2800,7650.6500,0.3380,1.2581,1.0172,1.2912,Zona Segura,Perfil moderado,,,,,,,,,,,,
Excavaciones y Proyectos de Colombia S A S,B – Explotación de minas y canteras,Grande,2021,4.7300,4.4600,3.4200,0.0000,0.0000,12.2900,11.4500,-5.0200,-6.1400,-6.7700,-6.5300,-6.5700,163604.4600,29655.7300,133948.7300,164687.4400,-8218.2600,-8519.0500,110497.9600,4.4306,2.6192,-0.3499,4.7426,Zona Segura,Alto desempeño,,,,,,,,,,,,
Symrise Ltda,C – Industria manufacturera,Grande,2021,3.7300,2.7100,1.2900,0.0000,0.0000,-1.0400,9.6100,16.5700,20.8800,24.5700,18.2200,25.4400,232972.6300,48051.2000,184921.4300,212454.7000,38606.0400,52073.8900,118229.7800,3.3291,0.6689,1.5021,4.0408,Zona Segura,Alto desempeño,,,,,,,,,,,,
Carvajal Educacion S.A.S.,C – Industria manufacturera,Grande,2021,1.2300,1.0200,0.0700,56.8700,26198.2900,53.0900,-0.4100,-1.9100,-879.5600,0.5900,-4.2000,2.2400,347825.9100,347070.8700,755.0400,160067.6800,-6640.9700,931.0300,32708.2500,0.6169,-1.0541,0.0180,0.0023,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Skf Latin Trade Sas,G – Comercio al por mayor y menor,Grande,2021,1.5900,1.3300,0.1600,10.7500,28.1200,0.1400,4.2400,6.4900,16.9800,5.3300,2.7700,6.0000,102229.7900,63147.0200,39082.7700,241584.3600,6634.8500,12779.8300,32984.7100,2.1166,0.6226,0.8401,0.6499,Zona Segura,Perfil moderado,,,,,,,,,,,,
"Tabasco Oc, Llc. Sucursal Colombia",J – Información y comunicaciones,Grande,2021,0.4700,0.4700,0.0000,0.0000,0.0000,-0.0300,-63.6100,-19.2200,13.9800,42.3200,-22.2500,45.3600,10885.1100,25848.3200,-14963.2000,10101.2900,-2091.7700,3979.5200,-12152.3700,-7.3237,-56.3979,2.4568,-0.6078,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Tcs Uruguay S.A. Sucursal Colombia,J – Información y comunicaciones,Grande,2021,2.6200,2.6200,0.9200,6.0200,9.1800,-0.5000,7.1100,15.7400,23.9800,15.5500,10.4400,22.9200,212822.3600,73073.7000,139748.6600,322450.3600,33509.4900,49924.9700,88311.5700,2.7221,0.8566,1.5764,2.0081,Zona Segura,Alto desempeño,,,,,,,,,,,,
Rafael del Castillo & Cia. S.A,C – Industria manufacturera,Grande,2021,1.0800,0.3100,0.0400,53.9100,184.4800,6.7100,1.1600,2.4600,8.4300,5.0800,2.0300,6.3000,221273.8500,156606.8700,64666.9800,269482.5900,5454.0600,13669.3700,11760.0200,0.3486,0.0804,0.4151,0.4336,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Mired Barranquilla Ips S.A.S.,Q – Salud y servicios sociales,Grande,2021,2.2500,2.1700,0.4000,0.0000,0.0000,-0.6200,6.2300,11.9200,16.2600,9.1300,6.4100,9.1500,143991.6500,38392.6700,105598.9800,267690.4600,17169.6200,24450.8700,48056.9600,2.1894,0.0000,1.1411,2.8880,Zona Segura,Alto desempeño,,,,,,,,,,,,
Servioptica S.A.S,I – Alojamiento y gastronomía,Grande,2021,1.4600,0.9000,0.0900,5.3000,10.7100,0.0500,3.7800,1.8300,3.6900,5.4200,1.2800,7.7400,143855.5300,72651.7700,71203.7500,208404.1100,2630.2400,11101.5700,33701.1000,1.5368,0.9321,0.5186,1.0291,Zona Segura,Perfil moderado,,,,,,,,,,,,
C.I. Manufacturas y Procesos Industriales Limitada,C – Industria manufacturera,Grande,2021,1.7600,1.4100,0.0400,54.0400,210.1100,3.9300,2.4700,5.2200,20.3000,5.0500,2.4800,6.4300,129284.5500,96034.9000,33249.6500,271868.0400,6750.5400,13738.9500,21399.6600,1.0858,0.5458,0.7141,0.3635,Zona Segura,Perfil moderado,,,,,,,,,,,,
Aliados Laborales Sas,N – Actividades de servicios administrativos,Grande,2021,0.9800,0.9800,0.2000,12.2000,162.6400,-0.4500,0.7700,5.5600,74.1800,0.9700,0.3800,0.9800,14244.0100,13175.4600,1068.5500,207005.0600,792.7000,2012.2500,-278.7500,-0.1284,0.1814,0.9493,0.0852,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Grupo Decor S.A.S.,F – Construcción,Grande,2021,0.6900,0.2300,0.0500,6.3900,41.5100,0.2100,-0.0500,7.9800,51.8600,12.0500,7.7700,16.5100,337060.2200,285173.0700,51887.1500,349460.7300,26906.5800,41708.9000,-64339.0300,-1.2522,0.2489,0.8316,0.1910,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Molinos del Atlantico S.A.S.,C – Industria manufacturera,Grande,2021,3.6900,2.5200,2.2800,28.9800,47.6600,-0.8300,8.5600,13.8300,22.7400,16.6000,10.1300,17.5900,237186.0500,92986.5200,144199.5300,347098.8300,32793.2400,53735.6400,136932.2600,3.7872,1.7405,1.5224,1.6283,Zona Segura,Alto desempeño,,,,,,,,,,,,
Iingenio Carmelita S.A.,C – Industria manufacturera,Grande,2021,1.0800,0.8500,0.0200,14.8100,26.2900,0.6300,2.3500,4.9800,8.8400,10.0100,5.1800,23.7500,249274.7700,108822.7800,140451.9900,240275.7400,12409.4700,23992.9500,4115.4600,0.1083,0.3411,0.6468,1.3552,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Fundacion Colombiana De Cancerologia Clinica Vida,Q – Salud y servicios sociales,Grande,2021,2.1900,2.0900,0.6800,0.0000,0.0000,-0.8200,7.4100,28.8200,48.0800,12.9800,12.6500,14.4200,79773.5800,31953.6600,47819.9300,181721.2900,22991.3300,23588.0100,37725.9400,3.1023,0.7950,1.9870,1.5714,Zona Segura,Perfil moderado,,,,,,,,,,,,
Eternit Colombiana S.A.,C – Industria manufacturera,Grande,2021,1.8900,1.1300,0.2900,1.9800,2.6900,-0.4000,4.4300,0.9100,1.2400,4.2500,1.6000,8.8300,512968.1400,136069.6500,376898.4900,299473.0400,4690.3800,12422.9900,63772.3100,0.8155,0.5650,0.1627,2.9084,Zona Segura,Perfil moderado,,,,,,,,,,,,
Berhlan de Colombia S.A.S,C – Industria manufacturera,Grande,2021,1.1500,0.8600,0.0100,11.7000,68.0600,1.1500,1.2700,0.0300,0.1800,4.4700,0.0200,5.3300,135469.1800,112179.3200,23289.8600,241559.5200,42.3700,10754.8500,12597.4500,0.6100,0.4161,0.5335,0.2180,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Decathlon Colombia Sas,G – Comercio al por mayor y menor,Grande,2021,1.1000,0.5500,0.4400,46.1800,414.2000,1.8500,0.7200,2.4400,21.8600,10.1100,2.2800,15.3400,212408.3100,188724.0000,23684.3100,232541.2900,5176.3700,22968.4200,7829.6600,0.2418,-0.0315,0.7267,0.1318,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Automotriz Escandinava S A S,G – Comercio al por mayor y menor,Grande,2021,1.1300,0.7500,0.4200,3.4600,19.9400,-3.1500,1.7900,6.5600,37.8200,6.1100,4.4400,6.6700,117354.9100,96980.6700,20374.2400,171690.5800,7704.4400,10609.1400,12100.0300,0.6764,0.2863,0.6075,0.2206,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Miniso Colombia S A S,V – Otra,Grande,2021,0.7500,0.1700,0.0700,17.3200,575.6300,-3.4700,-2.2900,-5.2100,-173.0600,-9.7600,-5.0500,-3.5700,171760.4800,166593.7600,5166.7200,163335.8800,-8941.3900,-17271.9500,-29177.6900,-1.1144,-0.5276,-0.6758,0.0326,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
C I Importex S A,G – Comercio al por mayor y menor,Grande,2021,1.0900,0.7800,0.0200,48.8800,476.3200,2.5900,1.9500,10.1500,98.9500,6.1800,3.4600,6.2200,104124.1900,93438.9900,10685.2000,306131.1400,10572.6700,18853.2200,8010.8800,0.5047,0.3310,1.2168,0.1201,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Industrias Inca S.A.S.,G – Comercio al por mayor y menor,Grande,2021,1.0600,0.4500,0.0200,25.2400,73.3600,3.9900,1.5300,2.6400,7.6800,2.4500,1.5000,3.3800,184358.6900,120927.4900,63431.2000,325648.5400,4868.5500,7964.7500,6960.6100,0.2477,0.5953,0.2903,0.5508,Zona Alerta,Perfil moderado,,,,,,,,,,,,
El Gran Langostino Sas,C – Industria manufacturera,Grande,2021,1.3500,0.6900,0.0500,41.2900,106.5600,1.8300,3.8200,7.5600,19.5000,10.1100,3.7600,10.5100,126443.2800,77447.0700,48996.2100,257250.8800,9556.1500,25726.8400,23950.5000,1.2426,1.1403,1.3673,0.6643,Zona Segura,Perfil moderado,,,,,,,,,,,,
Ufinet Colombia S.A,J – Información y comunicaciones,Grande,2021,0.4600,0.4600,0.0500,8.7200,39.3400,0.4800,-0.0800,5.2400,23.6400,22.6900,11.8000,29.7300,474558.3900,369393.6800,105164.7100,210762.9500,24859.5600,47819.2300,-119566.0500,-1.6528,0.7736,0.6771,0.2989,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Corpacero S.A.S,C – Industria manufacturera,Grande,2021,1.5400,0.6200,0.0500,15.6300,34.2600,1.3900,1.5100,4.8500,10.6300,10.0200,5.5000,11.4000,537560.0100,292296.6100,245263.4000,468404.2900,26078.5500,47508.0900,91400.0200,1.1154,-0.9559,0.5939,0.8810,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Whirlpool Colombia S A S,G – Comercio al por mayor y menor,Grande,2021,1.8900,1.6200,0.6500,0.0000,0.0000,-2.2400,4.5900,8.1400,15.4700,9.3400,6.0900,10.1300,301772.2000,143097.8200,158674.3800,409352.4100,24552.1100,37675.4400,125804.0500,2.7348,-0.1096,0.8390,1.1643,Zona Segura,Perfil moderado,,,,,,,,,,,,
Comercializadora Floralia S.A.,C – Industria manufacturera,Grande,2021,0.9600,0.4900,0.2300,21.8400,54.2500,0.5100,2.6000,11.9000,29.5600,3.7500,2.5200,4.0800,51070.8300,30508.9400,20561.8900,241093.4200,6077.3500,9023.9500,-1178.9500,-0.1514,0.8527,1.1874,0.7077,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Biocosta Green Energy S.A.S.,C – Industria manufacturera,Grande,2021,1.2900,0.8900,0.2300,60.3400,525.3500,5.0500,0.1500,3.3300,28.9600,4.0000,1.6600,5.3100,139866.5300,123800.3900,16066.1300,281117.4500,4653.0900,11230.6400,11250.9200,0.5277,-0.8202,0.5396,0.1363,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Litoplas S.A.,C – Industria manufacturera,Grande,2021,0.9200,0.6100,0.0000,36.6200,136.1000,5.4400,0.4700,1.7300,6.4200,3.8900,1.7600,6.8200,231135.1300,168942.0900,62193.0400,231090.6200,3992.0600,8841.8900,-10169.5300,-0.2886,0.1984,0.2571,0.3865,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Comunidad De Hermanas Dominicas De La Presentacion De La Santisima Virgen De Tours Provinc,Q – Salud y servicios sociales,Grande,2021,1.3900,1.3100,0.2400,0.0000,0.0000,-0.5400,4.9400,3.7700,5.9300,3.9400,2.4200,10.2800,147631.6200,53796.1800,93835.4400,230549.5800,5567.1400,9085.0500,20801.6900,0.9243,1.9283,0.4135,1.8315,Zona Segura,Perfil moderado,,,,,,,,,,,,
Carlos Sarmiento L. & Cia. Ingenio Sancarlos S.A.,C – Industria manufacturera,Grande,2021,1.7500,1.3500,0.2600,15.6600,22.7700,1.3600,4.9800,3.2700,4.7600,17.1400,10.5100,32.1500,621536.6700,194008.6800,427527.9900,194687.9900,20347.6400,33182.9500,36431.3700,0.3845,1.9498,0.3588,2.3138,Zona Segura,Perfil moderado,,,,,,,,,,,,
Cepsa Colombia S.A.,B – Explotación de minas y canteras,Grande,2021,18.5200,18.3400,0.1400,0.0000,0.0000,-0.0400,10.6100,13.5100,16.9500,62.8800,66.8400,83.0500,2682391.6800,545031.1500,2137360.5200,632071.3400,362276.8100,340783.4800,2078785.1500,5.0838,0.5053,0.8537,4.1176,Zona Segura,Alto desempeño,,,,,,,,,,,,
Csp de Colombia Ltda,C – Industria manufacturera,Grande,2021,8.2900,3.0100,1.2000,0.0100,0.0300,1.2700,2.1700,-3.4900,-15.5500,-16.4400,-8.6900,-11.1100,383758.3100,297654.2500,86104.0600,154036.1600,-13390.3000,-25325.4600,131726.3000,2.2517,0.0622,-0.4435,0.3037,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Clinica Medellin S.A.S.,Q – Salud y servicios sociales,Grande,2021,0.8400,0.8000,0.3100,14.9100,23.9700,0.3700,2.0900,4.7600,7.6600,6.9900,8.3800,16.0300,368748.5700,139342.3900,229406.1800,209760.8800,17568.6000,14670.8000,-21392.9300,-0.3806,0.2849,0.2674,1.7287,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Envases de Tocancipa S.A.S.,C – Industria manufacturera,Grande,2021,2.8000,2.2300,0.4200,0.3400,0.4700,-0.5200,9.3300,14.0000,19.6000,17.4800,13.8700,21.5100,240304.0000,68754.5700,171549.4300,242438.1500,33629.7400,42386.4400,120597.9800,3.2922,2.2429,1.1853,2.6199,Zona Segura,Alto desempeño,,,,,,,,,,,,
Distribuidora de Carnes Et Los Monos Sas,G – Comercio al por mayor y menor,Grande,2021,0.9500,0.1400,0.0400,18.0700,248.5800,1.5500,0.1000,1.0300,14.1400,3.5300,0.4400,4.0600,80497.5900,74645.1500,5852.4400,187756.7700,827.7300,6623.9500,-3340.8500,-0.2723,0.1944,0.5530,0.0823,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Electricas de Medellin- Ingenieria y Servicios S.A.S.,F – Construcción,Grande,2021,3.0300,2.8900,0.4100,5.1000,7.0800,0.0000,7.0400,9.5200,13.2000,17.3800,42.0900,21.3400,1135857.5100,317149.8100,818707.7000,269401.5000,108106.2400,44654.4500,285886.3900,1.6511,1.8843,0.2642,2.7105,Zona Segura,Alto desempeño,,,,,,,,,,,,
Sociedad Comercializadora De Insumos Y Servicios Medicos S.A.S. Socimedicos S.A.S.,Q – Salud y servicios sociales,Grande,2021,1.1500,1.1400,0.0400,9.3600,16.5100,1.0700,2.6600,3.2900,5.8000,5.6400,3.8200,8.1000,235264.1600,101861.1100,133403.0500,202622.8400,7743.7000,11435.1300,15159.1200,0.4227,0.5856,0.3266,1.3751,Zona Segura,Perfil moderado,,,,,,,,,,,,
Almacenes Maximo S.A.S,G – Comercio al por mayor y menor,Grande,2021,0.8100,0.1500,0.0500,21.8300,263.0100,1.6000,-1.8100,3.0100,36.2700,3.7200,2.2900,9.0600,203616.6700,186715.5800,16901.0900,269072.7600,6130.1000,9953.1100,-21610.6600,-0.6962,-1.2695,0.3285,0.0950,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Quimicos del Cauca Sas,C – Industria manufacturera,Grande,2021,1.1500,0.7500,0.0200,26.0100,105.5800,1.8500,2.2100,8.3800,34.0400,9.8800,6.5700,10.5000,162556.6800,122512.7400,40043.9500,217675.4500,13629.6500,20494.2100,16182.4500,0.6530,0.3917,0.8472,0.3432,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Minipak S.A.S.,C – Industria manufacturera,Grande,2021,5.8600,3.8400,0.2000,10.0900,13.1500,0.3500,9.7900,14.0900,18.3600,20.5400,15.1400,24.2100,237588.8200,55241.0300,182347.8000,222829.6100,33486.9400,45437.7700,130729.9100,3.6095,1.2337,1.2852,3.4660,Zona Segura,Alto desempeño,,,,,,,,,,,,
Autopacifico S.A.S.,G – Comercio al por mayor y menor,Grande,2021,1.5300,1.1000,0.3400,11.4700,26.8200,-0.3500,4.1400,6.0600,14.1600,3.8200,2.3300,4.3000,90297.3700,51676.7600,38620.6000,235357.8400,5468.0300,8973.7400,21860.1900,1.5881,1.1548,0.6678,0.7847,Zona Segura,Perfil moderado,,,,,,,,,,,,
Neuromedica S.A.S.,Q – Salud y servicios sociales,Grande,2021,1.0500,0.9300,0.0200,0.0000,0.0000,0.1300,2.1800,14.7000,67.0000,-4.4300,5.7600,-3.9200,69179.4700,54002.9600,15176.5100,176660.4400,10168.1100,-7825.7700,2857.0100,0.2709,0.1795,-0.7602,0.2951,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Cooperativa de Caficultores de Antioquia,G – Comercio al por mayor y menor,Grande,2021,1.6000,0.9300,0.4700,23.7900,47.1300,-2.2900,2.6600,-3.5500,-7.0400,-0.2600,-0.7000,-0.1900,61533.4000,30469.2200,31064.1800,315234.3900,-2185.9200,-809.5500,17157.0400,1.8291,0.0000,-0.0884,1.0705,Zona Segura,Perfil moderado,,,,,,,,,,,,
Nutrientes Avicolas S.A.S.,A – Agricultura y ganadería,Grande,2021,1.1100,0.5300,0.0800,47.2300,140.4600,3.6000,0.8600,1.4800,4.3900,2.1500,1.4600,12.4500,229656.4900,152434.4800,77222.0000,234605.3600,3390.2600,4998.6400,6305.5500,0.1801,0.2107,0.1463,0.5319,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Granos y Cereales de Colombia S.A.,C – Industria manufacturera,Grande,2021,1.2900,0.5200,0.0900,47.2100,109.1800,3.4100,2.3600,6.6600,15.4000,7.8700,4.8500,9.3700,161527.6600,91684.7300,69842.9300,226267.7000,10758.1200,17462.4800,17803.5400,0.7230,0.2171,0.7265,0.7999,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Carboquimica S A S,C – Industria manufacturera,Grande,2021,1.5400,0.8600,0.0700,13.1600,27.7900,0.3700,4.6600,16.0200,33.8300,22.8600,14.6300,24.4200,289887.7200,152588.1300,137299.6000,318270.5400,46450.9200,72564.8700,65968.7400,1.4928,0.6497,1.6822,0.9448,Zona Segura,Perfil moderado,,,,,,,,,,,,
Nexans Colombia S.A.,C – Industria manufacturera,Grande,2021,1.1000,0.6100,0.0900,7.6200,26.6500,0.1300,1.8300,4.4000,15.4000,5.5400,2.6000,6.5300,238997.5700,170663.4000,68334.1600,413950.8800,10526.8700,22378.9500,15994.7100,0.4390,0.4987,0.6292,0.4204,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Movilgas Limitada,G – Comercio al por mayor y menor,Grande,2021,1.1400,0.9600,0.3900,0.0000,0.0000,-0.8100,3.8500,12.2600,23.8000,3.8500,2.6500,4.2300,37342.7000,18096.8500,19245.8400,176902.3200,4579.8100,6663.5600,2117.9800,0.3721,1.2605,1.1991,1.1167,Zona Segura,Perfil moderado,,,,,,,,,,,,
Boston Scientific Colombia Limitada,G – Comercio al por mayor y menor,Grande,2021,1.6600,1.1000,0.1200,4.0000,9.2900,-0.1000,4.6300,11.0900,25.7600,14.1300,9.4400,17.2300,139747.8000,79585.1000,60162.7000,164598.2400,15499.8300,23196.8800,47145.5900,2.2131,0.5264,1.1155,0.7938,Zona Segura,Perfil moderado,,,,,,,,,,,,
Hmv Ingenieros Ltda.,M – Actividades profesionales y científicas,Grande,2021,1.2100,1.1900,0.1100,16.7000,41.6700,0.6000,2.4800,7.3700,18.3900,11.0100,5.6500,13.3700,253927.0600,152135.4200,101791.6400,334222.2000,18716.2500,36486.5600,30264.8700,0.7819,0.4179,0.9656,0.7025,Zona Segura,Perfil moderado,,,,,,,,,,,,
Massy Energy Colombia S.A.S,B – Explotación de minas y canteras,Grande,2021,1.3200,1.3100,0.1200,7.1300,15.3500,0.1700,2.8100,2.8700,6.1800,2.8300,1.7200,4.2400,141302.2300,75629.5100,65672.7300,237656.4300,4056.9300,6682.3000,23037.9000,1.0695,0.5142,0.3178,0.9118,Zona Segura,Perfil moderado,,,,,,,,,,,,
Constructora Solanillas S.A.S.,F – Construcción,Grande,2021,2.3400,2.2800,0.0900,35.1300,531.7100,15.6900,4.0500,1.1800,17.8600,5.5000,3.8000,6.4000,175067.3100,163500.4600,11566.8500,54383.6700,2065.5000,2993.4800,97998.8900,3.6721,0.1859,0.1149,0.0743,Zona Segura,Perfil moderado,,,,,,,,,,,,
Comestibles Aldor S.A.S.,C – Industria manufacturera,Grande,2021,0.9100,0.6100,0.0100,36.1600,133.9500,4.3600,0.6300,3.6700,13.6100,5.6900,3.6100,8.0300,249625.5700,182246.7600,67378.8100,252606.4000,9169.5000,14452.9000,-10683.7300,-0.2808,0.2731,0.3891,0.3882,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Comercializadora Internacional de Llantas S.A.S.,A – Agricultura y ganadería,Grande,2021,1.1400,0.6900,0.0600,36.5200,107.5700,4.1000,2.0500,4.3100,12.6900,5.8200,3.6200,6.7800,190421.4200,125769.8300,64651.5900,228813.4500,8204.9900,13188.3900,15721.0700,0.5416,0.5532,0.4654,0.5397,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Cobo Medical S.A.S. Bic,C – Industria manufacturera,Grande,2021,2.0500,1.5100,0.3500,0.1300,0.2600,-0.8300,7.3700,13.4600,26.0000,8.8400,6.0100,9.0100,87064.3000,42000.6300,45063.6700,195524.8800,11714.9000,17246.4400,43775.8100,3.2984,1.6312,1.3312,1.1266,Zona Segura,Perfil moderado,,,,,,,,,,,,
Amcor Rigid Packaging de Colombia S.A.S.,C – Industria manufacturera,Grande,2021,2.1300,1.7900,0.3700,31.3500,101.7400,1.1200,3.8900,7.4400,24.1500,12.3100,7.5400,16.8600,182622.5600,126349.1500,56273.4100,180318.2000,13589.3100,22199.1200,69821.3100,2.5081,0.2108,0.8169,0.4676,Zona Segura,Perfil moderado,,,,,,,,,,,,
Cooperativa Agropecuaria del Norte de Santander,C – Industria manufacturera,Grande,2021,1.4600,0.5900,0.1200,7.0300,16.8100,0.1600,1.9100,1.2500,2.9800,9.3300,0.7200,9.5900,107630.3100,62606.1300,45024.1800,188157.0100,1341.7900,17365.1700,17645.0200,1.0755,0.0000,1.0842,0.7551,Zona Segura,Perfil moderado,,,,,,,,,,,,
Compania Comercial Universal S.A.S.,C – Industria manufacturera,Grande,2021,0.9800,0.3600,0.1800,37.0000,103.7400,1.1800,2.2200,5.7600,16.1400,9.8200,4.0300,16.9800,152353.8500,98017.2700,54336.5800,220190.4100,8767.5400,21370.7100,-1693.9400,-0.0729,1.0575,0.9426,0.5821,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Sociedad Integral de Especialistas en Salud S.A.S.,Q – Salud y servicios sociales,Grande,2021,1.2200,1.1400,0.0800,0.0000,0.0000,-0.1500,3.5800,14.9000,31.2200,14.7000,8.9700,17.1700,85763.4000,44826.6100,40936.7900,142477.2500,12778.4500,20946.2900,9990.4100,0.7642,0.4119,1.6412,0.9589,Zona Segura,Perfil moderado,,,,,,,,,,,,
Tododrogas Cia S.A.S,G – Comercio al por mayor y menor,Grande,2021,2.0300,1.7700,0.2900,6.6400,11.1100,-0.4500,5.0400,5.7800,9.6600,3.8400,2.4300,3.9300,48602.3300,19533.3100,29069.0200,118589.2700,2809.6300,4451.9600,18846.4200,2.5438,0.3699,0.6156,1.5626,Zona Segura,Perfil moderado,,,,,,,,,,,,
Medicina Integral S.A.S.,Q – Salud y servicios sociales,Grande,2021,1.5500,1.5100,0.1600,0.0000,0.0000,-0.6600,4.2400,4.2300,9.0000,6.6400,2.4300,7.3900,88383.3300,46845.1000,41538.2300,153830.2200,3737.5700,10210.4000,25771.5200,1.9128,1.1118,0.7763,0.9311,Zona Segura,Alto desempeño,,,,,,,,,,,,
Schrader Camargo S.A.S,F – Construcción,Grande,2021,3.7100,3.7100,0.3400,1.8600,2.2100,-0.8300,1.1800,7.2700,8.6400,2.3700,10.8600,5.0900,74974.9400,11907.8000,63067.1400,49964.5400,5451.0600,1191.0000,28330.5900,2.4788,-6.9568,0.1067,5.5611,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Sudespensa Barragan Sas,G – Comercio al por mayor y menor,Grande,2021,1.5700,0.5000,0.0800,1.1600,2.6500,-0.3200,3.7800,2.2400,5.1200,8.1700,1.7400,8.3500,155920.9500,87844.9400,68076.0100,201130.4600,3488.5900,16358.8000,48886.6700,2.0568,0.5792,0.7050,0.8137,Zona Segura,Perfil moderado,,,,,,,,,,,,
Expoganados de Colombia S.A.S.,G – Comercio al por mayor y menor,Grande,2021,1.0600,0.9000,0.1500,38.3900,435.5000,1.2800,1.6100,7.6800,87.1600,3.8200,1.5400,3.8200,69981.0600,63812.5400,6168.5200,349478.6900,5376.6300,13299.9100,4006.7100,0.3756,0.2533,1.2771,0.1015,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Landers y Cia S.A.S.,C – Industria manufacturera,Grande,2021,1.9200,0.9400,0.2700,33.0200,89.1300,1.0900,4.5400,10.2500,27.6700,13.4700,8.4500,16.4100,168797.1500,106267.6200,62529.5300,204864.8600,17303.9400,27594.9900,64304.3800,2.4991,0.4200,1.0986,0.6178,Zona Segura,Perfil moderado,,,,,,,,,,,,
Plural Comunicaciones S A S,J – Información y comunicaciones,Grande,2021,0.1700,0.1100,0.0000,0.0000,0.0000,0.0600,-34.3700,-114.6200,70.1200,-86.9900,-328.5600,-26.4300,137824.5100,363125.6700,-225301.1600,48205.3200,-157978.2700,-41827.7300,-256696.4300,-12.2179,-13.7935,-2.0394,-0.6515,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Consorcio Metalurgico Nacional S.A.S.,C – Industria manufacturera,Grande,2021,1.3300,0.3300,0.0800,37.4400,103.8200,2.0000,3.9300,8.9300,24.7600,14.7200,8.3100,15.3600,339598.7900,217140.9200,122457.8700,365830.7700,30322.0100,53700.2700,66479.9800,1.2842,1.0493,1.0626,0.5922,Zona Segura,Perfil moderado,,,,,,,,,,,,
Cooperativa de Caficultores de Salgar Ltda.,G – Comercio al por mayor y menor,Grande,2021,1.3200,0.5300,0.3100,14.4200,40.6000,-4.2800,1.8000,0.0500,0.1300,0.0800,0.0200,0.2800,72042.4600,46462.4300,25580.0300,225312.3100,33.4300,168.0900,13333.7900,1.2141,0.0000,0.0157,0.5781,Zona Alerta,Perfil moderado,,,,,,,,,,,,
